Student_ID,Machine_learning,Data_mining,Cyber_security,Software_engineering,Research_methodology,Blockchain,Total_Score,Percentage,Class,Machine_learning_scaled,Data_mining_scaled,Cyber_security_scaled,Software_engineering_scaled,Research_methodology_scaled,Blockchain_scaled,Data_mining_decimal_scaled,Percentage_Bin
RP10499,52.0,55.0,59.0,56,55,52,329.0,54.83,Lower Class,0.52,0.55,0.59,0.56,0.55,0.52,0.055,Lower Class
RP17060,93.6940853471999,79.0,84.0,99,81,96,532.69,88.78,First Class,0.9369408534719991,0.79,0.84,0.99,0.81,0.96,0.079,First Class
RP17929,80.0,75.0,83.0,75,85,74,472.0,78.67,First Class,0.8,0.75,0.8300000000000001,0.75,0.85,0.74,0.075,First Class
RP07086,41.0,41.0,46.0,40,44,49,261.0,43.5,Pass Class,0.41000000000000003,0.41000000000000003,0.46,0.4,0.44,0.49,0.041,Pass Class
RP14754,62.0,61.0,61.0,61,60,66,371.0,61.83,Second Class,0.62,0.61,0.61,0.61,0.6,0.66,0.061,Second Class
RP04520,41.0,49.0,46.0,48,42,47,273.0,45.5,Pass Class,0.41000000000000003,0.49,0.46,0.48,0.42,0.47000000000000003,0.049,Pass Class
RP03025,27.0,26.0,5.0,27,7,29,121.0,20.17,Fail,0.27,0.26,0.05,0.27,0.07,0.29,0.026,Fail
RP12122,66.0,68.0,60.0,68,63,63,388.0,64.67,Second Class,0.66,0.68,0.6,0.68,0.63,0.63,0.068,Second Class
RP18495,91.0,83.0,85.0,79,93,99,530.0,88.33,First Class,0.91,0.8300000000000001,0.85,0.79,0.93,0.99,0.083,First Class
RP05484,44.0,42.0,43.0,47,44,47,267.0,44.5,Pass Class,0.44,0.42,0.43,0.47000000000000003,0.44,0.47000000000000003,0.042,Pass Class
RP01420,22.0,18.0,20.0,38,37,11,146.0,24.33,Fail,0.22,0.18,0.2,0.38,0.37,0.11,0.018,Fail
RP06210,48.0,42.0,43.0,41,45,48,267.0,44.5,Pass Class,0.48,0.42,0.43,0.41000000000000003,0.45,0.48,0.042,Pass Class
RP10743,50.0,57.0,50.0,56,54,51,318.0,53.0,Lower Class,0.5,0.5700000000000001,0.5,0.56,0.54,0.51,0.057,Lower Class
RP16144,88.0,74.0,98.0,85,91,99,535.0,89.17,First Class,0.88,0.74,0.98,0.85,0.91,0.99,0.074,First Class
RP17618,76.0,79.0,98.0,75,93,94,515.0,85.83,First Class,0.76,0.79,0.98,0.75,0.93,0.9400000000000001,0.079,First Class
RP14569,60.0,61.0,68.0,63,61,61,374.0,62.33,Second Class,0.6,0.61,0.68,0.63,0.61,0.61,0.061,Second Class
RP00981,6.0,39.0,33.0,8,5,32,123.0,20.5,Fail,0.06,0.39,0.33,0.08,0.05,0.32,0.039,Fail
RP02784,0.0,2.0,28.0,36,16,35,117.0,19.5,Fail,0.0,0.02,0.28,0.36,0.16,0.35000000000000003,0.002,Fail
RP07714,47.0,41.0,44.0,47,45,45,269.0,44.83,Pass Class,0.47000000000000003,0.41000000000000003,0.44,0.47000000000000003,0.45,0.45,0.041,Pass Class
RP11519,59.0,54.0,57.0,50,52,58,330.0,55.0,Lower Class,0.59,0.54,0.5700000000000001,0.5,0.52,0.58,0.054,Lower Class
RP08601,59.0,59.0,50.0,56,50,58,332.0,55.33,Lower Class,0.59,0.59,0.5,0.56,0.5,0.58,0.059,Lower Class
RP11641,51.0,50.0,55.0,57,54,54,321.0,53.5,Lower Class,0.51,0.5,0.55,0.5700000000000001,0.54,0.54,0.05,Lower Class
RP18831,95.0,77.0,84.0,77,91,77,501.0,83.5,First Class,0.9500000000000001,0.77,0.84,0.77,0.91,0.77,0.077,First Class
RP12563,69.0,63.0,60.0,66,66,61,385.0,64.17,Second Class,0.6900000000000001,0.63,0.6,0.66,0.66,0.61,0.063,Second Class
RP12752,63.0,60.0,69.0,69,61,65,387.0,64.5,Second Class,0.63,0.6,0.6900000000000001,0.6900000000000001,0.61,0.65,0.06,Second Class
RP06385,46.0,41.0,47.0,46,49,49,278.0,46.33,Pass Class,0.46,0.41000000000000003,0.47000000000000003,0.46,0.49,0.49,0.041,Pass Class
RP04808,47.0,45.0,46.0,44,42,49,273.0,45.5,Pass Class,0.47000000000000003,0.45,0.46,0.44,0.42,0.49,0.045,Pass Class
RP06196,44.0,42.0,41.0,40,46,40,253.0,42.17,Pass Class,0.44,0.42,0.41000000000000003,0.4,0.46,0.4,0.042,Pass Class
RP10649,54.0,54.0,54.0,54,59,55,330.0,55.0,Lower Class,0.54,0.54,0.54,0.54,0.59,0.55,0.054,Lower Class
RP07568,40.0,43.0,42.0,41,41,46,253.0,42.17,Pass Class,0.4,0.43,0.42,0.41000000000000003,0.41000000000000003,0.46,0.043,Pass Class
RP16398,95.0,80.0,79.0,84,88,91,517.0,86.17,First Class,0.9500000000000001,0.8,0.79,0.84,0.88,0.91,0.08,First Class
RP17525,81.0,84.0,90.0,90,71,94,510.0,85.0,First Class,0.81,0.84,0.9,0.9,0.71,0.9400000000000001,0.084,First Class
RP01347,21.0,15.0,1.0,32,35,17,121.0,20.17,Fail,0.21,0.15,0.01,0.32,0.35000000000000003,0.17,0.015,Fail
RP13125,68.0,62.0,60.0,65,67,60,382.0,63.67,Second Class,0.68,0.62,0.6,0.65,0.67,0.6,0.062,Second Class
RP12674,65.0,66.0,66.0,62,61,62,382.0,63.67,Second Class,0.65,0.66,0.66,0.62,0.61,0.62,0.066,Second Class
RP15456,69.0,64.0,60.0,69,65,62,389.0,64.83,Second Class,0.6900000000000001,0.64,0.6,0.6900000000000001,0.65,0.62,0.064,Second Class
RP14002,64.0,66.0,60.0,67,65,60,382.0,63.67,Second Class,0.64,0.66,0.6,0.67,0.65,0.6,0.066,Second Class
RP18622,96.0,76.0,91.0,73,98,78,512.0,85.33,First Class,0.96,0.76,0.91,0.73,0.98,0.78,0.076,First Class
RP02120,16.0,37.0,4.0,20,33,18,128.0,21.33,Fail,0.16,0.37,0.04,0.2,0.33,0.18,0.037,Fail
RP15305,68.0,66.0,65.0,68,62,69,398.0,66.33,Second Class,0.68,0.66,0.65,0.68,0.62,0.6900000000000001,0.066,Second Class
RP04310,45.0,40.0,49.0,40,46,45,265.0,44.17,Pass Class,0.45,0.4,0.49,0.4,0.46,0.45,0.04,Pass Class
RP04485,41.0,43.0,42.0,45,43,42,256.0,42.67,Pass Class,0.41000000000000003,0.43,0.42,0.45,0.43,0.42,0.043,Pass Class
RP11014,56.0,53.0,57.0,53,55,55,329.0,54.83,Lower Class,0.56,0.53,0.5700000000000001,0.53,0.55,0.55,0.053,Lower Class
RP04771,46.0,40.0,46.0,41,42,48,263.0,43.83,Pass Class,0.46,0.4,0.46,0.41000000000000003,0.42,0.48,0.04,Pass Class
RP02713,12.0,22.0,3.0,1,17,30,85.0,14.17,Fail,0.12,0.22,0.03,0.01,0.17,0.3,0.022,Fail
RP12187,63.0,61.0,66.0,68,65,63,386.0,64.33,Second Class,0.63,0.61,0.66,0.68,0.65,0.63,0.061,Second Class
RP16616,100.0,81.0,91.0,92,75,96,535.0,89.17,First Class,1.0,0.81,0.91,0.92,0.75,0.96,0.081,First Class
RP10948,52.0,57.0,53.0,57,59,54,332.0,55.33,Lower Class,0.52,0.5700000000000001,0.53,0.5700000000000001,0.59,0.54,0.057,Lower Class
RP02546,28.0,0.0,27.0,19,31,37,142.0,23.67,Fail,0.28,0.0,0.27,0.19,0.31,0.37,0.0,Fail
RP12620,65.0,60.0,65.0,69,68,61,388.0,64.67,Second Class,0.65,0.6,0.65,0.6900000000000001,0.68,0.61,0.06,Second Class
RP09852,54.0,56.0,52.0,58,53,53,326.0,54.33,Lower Class,0.54,0.56,0.52,0.58,0.53,0.53,0.056,Lower Class
RP04411,47.0,44.0,47.0,45,47,46,276.0,46.0,Pass Class,0.47000000000000003,0.44,0.47000000000000003,0.45,0.47000000000000003,0.46,0.044,Pass Class
RP19648,95.0,93.0,74.0,97,88,84,531.0,88.5,First Class,0.9500000000000001,0.93,0.74,0.97,0.88,0.84,0.093,First Class
RP12345,68.0,64.0,69.0,64,68,65,398.0,66.33,Second Class,0.68,0.64,0.6900000000000001,0.64,0.68,0.65,0.064,Second Class
RP12408,69.0,63.0,66.0,66,65,65,394.0,65.67,Second Class,0.6900000000000001,0.63,0.66,0.66,0.65,0.65,0.063,Second Class
RP09611,56.0,59.0,52.0,58,50,50,325.0,54.17,Lower Class,0.56,0.59,0.52,0.58,0.5,0.5,0.059,Lower Class
RP10719,51.0,56.0,56.0,56,52,50,321.0,53.5,Lower Class,0.51,0.56,0.56,0.56,0.52,0.5,0.056,Lower Class
RP07572,44.0,43.0,46.0,46,45,45,269.0,44.83,Pass Class,0.44,0.43,0.46,0.46,0.45,0.45,0.043,Pass Class
RP03571,7.0,33.0,34.0,17,18,19,128.0,21.33,Fail,0.07,0.33,0.34,0.17,0.18,0.19,0.033,Fail
RP08603,54.0,58.0,58.0,55,52,55,332.0,55.33,Lower Class,0.54,0.58,0.58,0.55,0.52,0.55,0.058,Lower Class
RP03560,0.0,30.0,24.0,3,19,17,93.0,15.5,Fail,0.0,0.3,0.24,0.03,0.19,0.17,0.03,Fail
RP04992,48.0,48.0,48.0,40,44,47,275.0,45.83,Pass Class,0.48,0.48,0.48,0.4,0.44,0.47000000000000003,0.048,Pass Class
RP07440,40.0,46.0,48.0,42,46,46,268.0,44.67,Pass Class,0.4,0.46,0.48,0.42,0.46,0.46,0.046,Pass Class
RP09326,57.0,56.0,56.0,55,56,56,336.0,56.0,Lower Class,0.5700000000000001,0.56,0.56,0.55,0.56,0.56,0.056,Lower Class
RP02301,16.0,14.0,31.0,21,28,27,137.0,22.83,Fail,0.16,0.14,0.31,0.21,0.28,0.27,0.014,Fail
RP07667,45.0,44.0,40.0,47,49,48,273.0,45.5,Pass Class,0.45,0.44,0.4,0.47000000000000003,0.49,0.48,0.044,Pass Class
RP05805,45.0,40.0,46.0,42,45,46,264.0,44.0,Pass Class,0.45,0.4,0.46,0.42,0.45,0.46,0.04,Pass Class
RP12023,66.0,64.0,63.0,60,69,69,391.0,65.17,Second Class,0.66,0.64,0.63,0.6,0.6900000000000001,0.6900000000000001,0.064,Second Class
RP15538,61.0,68.0,64.0,69,64,67,393.0,65.5,Second Class,0.61,0.68,0.64,0.6900000000000001,0.64,0.67,0.068,Second Class
RP09758,53.0,59.0,55.0,50,58,59,334.0,55.67,Lower Class,0.53,0.59,0.55,0.5,0.58,0.59,0.059,Lower Class
RP12015,62.0,69.0,61.0,61,62,68,383.0,63.83,Second Class,0.62,0.6900000000000001,0.61,0.61,0.62,0.68,0.069,Second Class
RP05212,44.0,48.0,47.0,47,47,49,282.0,47.0,Pass Class,0.44,0.48,0.47000000000000003,0.47000000000000003,0.47000000000000003,0.49,0.048,Pass Class
RP11549,53.59385950846847,59.0,53.0,58,57,54,334.59,55.76,Lower Class,0.5359385950846847,0.59,0.53,0.58,0.5700000000000001,0.54,0.059,Lower Class
RP12367,60.0,65.0,62.0,64,63,68,382.0,63.67,Second Class,0.6,0.65,0.62,0.64,0.63,0.68,0.065,Second Class
RP09271,56.0,56.0,54.0,52,59,55,332.0,55.33,Lower Class,0.56,0.56,0.54,0.52,0.59,0.55,0.056,Lower Class
RP03976,39.0,13.0,31.0,15,18,29,145.0,24.17,Fail,0.39,0.13,0.31,0.15,0.18,0.29,0.013,Fail
RP16091,72.0,91.0,77.0,85,73,83,481.0,80.17,First Class,0.72,0.91,0.77,0.85,0.73,0.8300000000000001,0.091,First Class
RP17233,74.0,95.0,79.0,73,73,75,469.0,78.17,First Class,0.74,0.9500000000000001,0.79,0.73,0.73,0.75,0.095,First Class
RP17444,95.0,93.0,72.0,78,78,80,496.0,82.67,First Class,0.9500000000000001,0.93,0.72,0.78,0.78,0.8,0.093,First Class
RP13657,62.0,69.0,65.0,63,61,64,384.0,64.0,Second Class,0.62,0.6900000000000001,0.65,0.63,0.61,0.64,0.069,Second Class
RP15646,66.0,67.0,68.0,69,63,60,393.0,65.5,Second Class,0.66,0.67,0.68,0.6900000000000001,0.63,0.6,0.067,Second Class
RP02731,7.0,26.0,39.0,34,1,4,111.0,18.5,Fail,0.07,0.26,0.39,0.34,0.01,0.04,0.026,Fail
RP03299,13.0,21.0,37.0,33,21,26,151.0,25.17,Fail,0.13,0.21,0.37,0.33,0.21,0.26,0.021,Fail
RP08957,55.0,54.0,52.0,56,53,51,321.0,53.5,Lower Class,0.55,0.54,0.52,0.56,0.53,0.51,0.054,Lower Class
RP17411,81.0,77.0,79.0,99,86,79,501.0,83.5,First Class,0.81,0.77,0.79,0.99,0.86,0.79,0.077,First Class
RP15156,68.0,68.0,63.0,69,61,65,394.0,65.67,Second Class,0.68,0.68,0.63,0.6900000000000001,0.61,0.65,0.068,Second Class
RP17277,85.0,80.0,76.0,84,73,96,494.0,82.33,First Class,0.85,0.8,0.76,0.84,0.73,0.96,0.08,First Class
RP06704,48.0,40.0,48.0,49,49,43,277.0,46.17,Pass Class,0.48,0.4,0.48,0.49,0.49,0.43,0.04,Pass Class
RP01969,31.66716844301574,18.0,10.0,35,22,25,141.67,23.61,Fail,0.3166716844301574,0.18,0.1,0.35000000000000003,0.22,0.25,0.018,Fail
RP04937,47.0,45.0,43.0,40,48,49,272.0,45.33,Pass Class,0.47000000000000003,0.45,0.43,0.4,0.48,0.49,0.045,Pass Class
RP02113,10.0,17.0,22.0,13,18,6,86.0,14.33,Fail,0.1,0.17,0.22,0.13,0.18,0.06,0.017,Fail
RP00879,27.0,20.0,7.0,17,9,18,98.0,16.33,Fail,0.27,0.2,0.07,0.17,0.09,0.18,0.02,Fail
RP19076,94.0,82.0,98.0,90,75,74,513.0,85.5,First Class,0.9400000000000001,0.8200000000000001,0.98,0.9,0.75,0.74,0.082,First Class
RP12990,67.0,66.0,65.0,63,69,66,396.0,66.0,Second Class,0.67,0.66,0.65,0.63,0.6900000000000001,0.66,0.066,Second Class
RP07278,40.0,49.0,46.0,46,42,42,265.0,44.17,Pass Class,0.4,0.49,0.46,0.46,0.42,0.42,0.049,Pass Class
RP05710,49.0,47.0,44.0,43,45,40,268.0,44.67,Pass Class,0.49,0.47000000000000003,0.44,0.43,0.45,0.4,0.047,Pass Class
RP12079,60.0,63.0,63.0,61,60,63,370.0,61.67,Second Class,0.6,0.63,0.63,0.61,0.6,0.63,0.063,Second Class
RP06688,41.0,40.0,47.0,40,48,40,256.0,42.67,Pass Class,0.41000000000000003,0.4,0.47000000000000003,0.4,0.48,0.4,0.04,Pass Class
RP06419,45.0,42.0,48.0,40,45,43,263.0,43.83,Pass Class,0.45,0.42,0.48,0.4,0.45,0.43,0.042,Pass Class
RP10432,57.0,53.0,55.0,56,55,50,326.0,54.33,Lower Class,0.5700000000000001,0.53,0.55,0.56,0.55,0.5,0.053,Lower Class
RP09983,52.0,58.0,55.0,50,56,50,321.0,53.5,Lower Class,0.52,0.58,0.55,0.5,0.56,0.5,0.058,Lower Class
RP19074,89.0,93.0,78.0,83,88,90,521.0,86.83,First Class,0.89,0.93,0.78,0.8300000000000001,0.88,0.9,0.093,First Class
RP04630,45.0,48.0,43.0,46,49,41,272.0,45.33,Pass Class,0.45,0.48,0.43,0.46,0.49,0.41000000000000003,0.048,Pass Class
RP08863,58.0,55.0,59.0,51,52,51,326.0,54.33,Lower Class,0.58,0.55,0.59,0.51,0.52,0.51,0.055,Lower Class
RP04668,49.0,47.0,43.0,46,49,42,276.0,46.0,Pass Class,0.49,0.47000000000000003,0.43,0.46,0.49,0.42,0.047,Pass Class
RP14164,65.0,62.0,68.0,67,68,61,391.0,65.17,Second Class,0.65,0.62,0.68,0.67,0.68,0.61,0.062,Second Class
RP00386,11.0,2.0,20.0,2,9,0,44.0,7.33,Fail,0.11,0.02,0.2,0.02,0.09,0.0,0.002,Fail
RP04187,46.0,46.0,44.0,42,45,42,265.0,44.17,Pass Class,0.46,0.46,0.44,0.42,0.45,0.42,0.046,Pass Class
RP05346,45.0,48.0,46.0,42,42,43,266.0,44.33,Pass Class,0.45,0.48,0.46,0.42,0.42,0.43,0.048,Pass Class
RP02196,29.0,10.0,22.0,0,1,38,100.0,16.67,Fail,0.29,0.1,0.22,0.0,0.01,0.38,0.01,Fail
RP14991,62.14698878976638,60.0,68.0,61,68,64,383.15,63.86,Second Class,0.6214698878976639,0.6,0.68,0.61,0.68,0.64,0.06,Second Class
RP12635,62.0,64.0,54.0,67,60,62,369.0,61.5,Second Class,0.62,0.64,0.54,0.67,0.6,0.62,0.064,Second Class
RP01078,9.0,4.0,5.0,20,14,3,55.0,9.17,Fail,0.09,0.04,0.05,0.2,0.14,0.03,0.004,Fail
RP06287,48.0,42.0,45.0,48,42,47,272.0,45.33,Pass Class,0.48,0.42,0.45,0.48,0.42,0.47000000000000003,0.042,Pass Class
RP05934,41.0,47.0,43.0,45,45,48,269.0,44.83,Pass Class,0.41000000000000003,0.47000000000000003,0.43,0.45,0.45,0.48,0.047,Pass Class
RP18513,75.0,80.0,86.0,81,98,96,516.0,86.0,First Class,0.75,0.8,0.86,0.81,0.98,0.96,0.08,First Class
RP19718,94.0,95.0,89.0,84,95,93,550.0,91.67,First Class,0.9400000000000001,0.9500000000000001,0.89,0.84,0.9500000000000001,0.93,0.095,First Class
RP13364,67.0,63.0,63.0,61,62,62,378.0,63.0,Second Class,0.67,0.63,0.63,0.61,0.62,0.62,0.063,Second Class
RP08073,56.0,53.0,53.0,55,58,50,325.0,54.17,Lower Class,0.56,0.53,0.53,0.55,0.58,0.5,0.053,Lower Class
RP17021,76.0,77.0,54.0,93,81,72,453.0,75.5,First Class,0.76,0.77,0.54,0.93,0.81,0.72,0.077,First Class
RP09544,53.0,56.0,54.0,52,52,56,323.0,53.83,Lower Class,0.53,0.56,0.54,0.52,0.52,0.56,0.056,Lower Class
RP19095,90.0,96.0,78.0,96,96,93,549.0,91.5,First Class,0.9,0.96,0.78,0.96,0.96,0.93,0.096,First Class
RP13356,64.0,63.0,64.0,64,69,61,385.0,64.17,Second Class,0.64,0.63,0.64,0.64,0.6900000000000001,0.61,0.063,Second Class
RP18632,94.0,87.0,77.0,78,75,100,511.0,85.17,First Class,0.9400000000000001,0.87,0.77,0.78,0.75,1.0,0.087,First Class
RP02849,33.0,13.0,21.0,20,34,29,150.0,25.0,Fail,0.33,0.13,0.21,0.2,0.34,0.29,0.013,Fail
RP12792,63.0,64.0,63.0,62,64,67,383.0,63.83,Second Class,0.63,0.64,0.63,0.62,0.64,0.67,0.064,Second Class
RP07723,40.0,43.0,43.0,46,47,40,259.0,43.17,Pass Class,0.4,0.43,0.43,0.46,0.47000000000000003,0.4,0.043,Pass Class
RP00813,2.0,23.0,7.0,26,16,17,91.0,15.17,Fail,0.02,0.23,0.07,0.26,0.16,0.17,0.023,Fail
